"CODIGO","ANO_LETIVO","PERIODO","INSCRITOS","COM_FREQUENCIA","APROVADOS","DEPARTAMENTO"
"EIC1102","1995/1996","1S",56,51,43,""
"EIC1203","1995/1996","2S",75,45,39,""
"EIC2103","1995/1996","1S",38,30,26,""
"EM223","1995/1996","1S",286,186,128,"DEMEGI"
"EM304","1995/1996","1S",155,112,78,"DEMEGI"
"EM308","1995/1996","2S",217,141,88,"DEMEGI"
"EM402","1995/1996","2S",170,132,108,"DEMEGI"
"EM510","1995/1996","2S",23,17,16,"DEMEGI"
"EM520","1995/1996","2S",12,11,11,"DEMEGI"
"EM522","1995/1996","2S",15,9,9,"DEMEGI"
"EM540","1995/1996","A",6,4,4,"DEMEGI"
"EM563","1995/1996","1S",1,,,"DEMEGI"
"EMI100","1995/1996","A",36,29,25,"DEM"
"EMI107","1995/1996","2S",49,21,5,"DEQ"
"EMI112","1995/1996","1S",34,27,17,"DEEC"
"EMI211","1995/1996","1S",24,18,16,"DEEC"
"EMI317","1995/1996","1S",15,13,13,"DEM"
"EMI416","1995/1996","2S",33,15,8,"DEM"
"EMI428","1995/1996","1S",17,16,16,"DEM"
"EMI511","1995/1996","1S",14,12,11,"DEM"
"EMI114","1983/1984","12",2,2,2,"DEM"
"EMI213","1983/1984","12",2,2,2,"DEM"
"EMI310","1983/1984","12",1,1,1,"DEM"
"EMT104","1983/1984","12",2,2,2,"DEMEGI"
"EM132","2000/2001","1S",172,157,150,"DEMEGI"
"EM224","1999/2000","2S",289,154,100,"DEMEGI"
"EC308","1988/1989","12",11,10,10,"DEC"
"EC310","1988/1989","12",3,3,3,"DEC"
"EC400","1988/1989","12",4,4,4,"DEC"
"EC409","1988/1989","12",5,5,5,"DEC"
"EC501","1988/1989","12",2,2,2,"DEC"
"EC504","1988/1989","12",4,4,4,"DEC"
"EC510","1988/1989","12",4,4,4,"DEC"
"EC518","1988/1989","1S",1,1,1,"DEC"
"EC556","1988/1989","12",3,3,3,"DEC"
"EEC101","1988/1989","1S",42,42,42,"DEEC"
"EEC103","1988/1989","1S",41,41,41,"DEEC"
"EEC108","1988/1989","2S",56,56,56,"DEEC"
"EEC209","1988/1989","2S",17,17,17,"DEEC"
"EEC218","1988/1989","12",3,3,3,"DEEC"
"EEC220","1988/1989","12",3,3,3,"DEEC"
"EEC301","1988/1989","1S",10,10,10,"DEEC"
"EEC311","1988/1989","2S",14,14,14,"DEEC"
"EEC401","1988/1989","1S",1,1,1,"DEEC"
"EEC415","1988/1989","1S",1,1,1,"DEEC"
"EEC423","1988/1989","1S",5,5,5,"DEEC"
"EEC431","1988/1989","1S",2,2,2,"DEEC"
"EEC467","1988/1989","12",2,2,2,"DEEC"
"EM101","1988/1989","A",33,33,33,"DEMEGI"
"EM200","1988/1989","A",1,1,1,"DEMEGI"
"EM205","1988/1989","2S",13,13,13,"DEMEGI"
"EM209","1988/1989","A",24,24,24,"DEMEGI"
"EM315","1988/1989","A",9,9,9,"DEMEGI"
"EM417","1988/1989","A",1,1,1,"DEMEGI"
"EM420","1988/1989","A",3,3,3,"DEMEGI"
"EM501","1988/1989","1S",1,1,1,"DEMEGI"
"EM520","1988/1989","2S",1,1,1,"DEMEGI"
"EM535","1988/1989","1S",1,1,1,"DEMEGI"
"EM574","1988/1989","A",3,3,3,"DEMEGI"
"EM577","1988/1989","A",1,1,1,"DEMEGI"
"EMI115","1988/1989","12",1,1,1,"DEM"
"EMI214","1988/1989","2S",1,1,1,"DEM"
"EMI304","1988/1989","12",2,2,2,"DEM"
"EMI312","1988/1989","12",1,1,1,"DEM"
"EMI404","1988/1989","12",2,2,2,"DEM"
"EMI408","1988/1989","12",1,1,1,"DEM"
"EMT200","1988/1989","12",3,3,3,"DEMEGI"
"EMT206","1988/1989","12",3,3,3,"DEMEGI"
"EMT307","1988/1989","12",1,1,1,"DEMEGI"
"EQ100","1988/1989","1S",23,23,23,"DEQ"
"EQ201","1988/1989","1S",7,7,7,"DEQ"
"EQ207","1988/1989","2S",7,7,7,"DEQ"
"EC400","1976/1977","12",1,1,1,"DEC"
"EEC118","1976/1977","12",3,3,3,"DEEC"
"EEC122","1976/1977","12",1,1,1,"DEEC"
"EEC125","1976/1977","12",1,1,1,"DEEC"
"EEC202","1976/1977","1S",2,2,2,"DEEC"
"EM112","1976/1977","A",1,1,1,"DEMEGI"
"EM115","1976/1977","A",1,1,1,"DEMEGI"
"EM213","1976/1977","A",1,1,1,"DEMEGI"
"EM221","1976/1977","A",1,1,1,"DEMEGI"
"EMT102","1976/1977","12",1,1,1,"DEMEGI"
"EQ103","1976/1977","1S",3,3,3,"DEQ"
"EQ114","1976/1977","12",2,2,2,"DEQ"
"EQ116","1976/1977","12",1,1,1,"DEQ"
"EQ203","1976/1977","1S",1,1,1,"DEQ"
"EQ301","1976/1977","1S",1,1,1,"DEQ"
"EQ304","1976/1977","1S",1,1,1,"DEQ"
"EQ438","1976/1977","12",1,1,1,"DEQ"
"EC112","1977/1978","12",1,1,1,"DEC"
"EC206","1977/1978","2S",3,3,3,"DEC"
"EC234","1977/1978","12",1,1,1,""
"EC300","1977/1978","12",1,1,1,"DEC"
"EC408","1977/1978","12",1,1,1,"DEC"
"EEC111","1977/1978","2S",1,1,1,"DEEC"
"EEC114","1977/1978","12",2,2,2,"DEEC"
"EEC205","1977/1978","1S",1,1,1,"DEEC"
"EEC316","1977/1978","12",1,1,1,"DEEC"
"EM120","1977/1978","A",1,1,1,"DEMEGI"
"EM218","1977/1978","A",1,1,1,"DEMEGI"
"EM222","1977/1978","A",1,1,1,"DEMEGI"
"EM325","1977/1978","A",1,1,1,"DEMEGI"
"EQ104","1977/1978","1S",2,2,2,"DEMEGI"
"EQ112","1977/1978","12",2,2,2,"DEQ"
"EQ203","1977/1978","1S",2,2,2,"DEQ"
"EM229","2000/2001","1S",199,165,106,"DEMEGI"
"MEMI210","1994/1995","A",10,10,10,"DEM"
"MEMI213","1994/1995","A",10,10,10,"DEM"
"MEPQ1110","1994/1995","1S",8,5,5,""
"MEPQ2103","1994/1995","12",7,4,4,""
"MEST100","1994/1995","3T",13,13,13,"DEC"
"MEST204","1994/1995","3T",13,13,13,"DEC"
"MEST301","1994/1995","2T",13,9,9,"DEC"
"MET1101","1994/1995","1S",11,10,9,""
"MPPAU1103","1994/1995","1S",20,18,18,""
"MPPAU2201","1994/1995","2S",20,18,18,""
"MPPAU2202","1994/1995","2S",20,18,18,""
"MPPAU2206","1994/1995","2S",10,9,9,""
"EEC2206","1999/2000","2S",381,231,136,"DEEC"
"EMT200","1983/1984","12",1,1,1,"DEMEGI"
"EQ100","1983/1984","1S",1,1,1,"DEQ"
"EQ112","1983/1984","12",1,1,1,"DEQ"
"EQ203","1983/1984","1S",1,1,1,"DEQ"
"EQ204","1983/1984","1S",3,3,3,"DEQ"
"EQ207","1983/1984","2S",2,2,2,"DEQ"
"EQ405","1983/1984","2S",1,,,"DEQ"
"EQ424","1983/1984","12",1,1,1,"DEQ"
"EC100","1984/1985","12",10,10,10,"DEC"
"EC105","1984/1985","1S",8,8,8,"DEC"
"EC115","1984/1985","12",11,11,11,"DEC"
"EC125","1984/1985","12",1,1,1,"DEC"
"EC211","1984/1985","12",6,6,6,"DEC"
"EC212","1984/1985","12",1,1,1,"DEC"
"EC310","1984/1985","12",1,1,1,"DEC"
"EC311","1984/1985","12",5,5,5,"DEC"
"EC408","1984/1985","12",2,2,2,"DEC"
"EC410","1984/1985","12",3,3,3,"DEC"
"EC434","1984/1985","12",1,1,1,"DEC"
"EC522","1984/1985","12",1,1,1,"DEC"
"EC535","1984/1985","12",1,1,1,"DEC"
"EC543","1984/1985","12",1,1,1,"DEC"
"EEC102","1984/1985","1S",2,2,2,"DEEC"
"EEC112","1984/1985","12",9,9,9,"DEEC"
"EEC200","1984/1985","1S",1,1,1,"DEEC"
"EEC201","1984/1985","1S",2,2,2,"DEEC"
"EEC216","1984/1985","12",5,5,5,"DEEC"
"EEC300","1984/1985","1S",2,2,2,"DEEC"
"EEC316","1984/1985","12",2,2,2,"DEEC"
"EEC461","1984/1985","12",1,1,1,"DEEC"
"EM109","1984/1985","A",7,7,7,"DEMEGI"
"EM130","1984/1985","12",1,1,1,"DEMEGI"
"EM134","1984/1985","A",2,2,2,"DEMEGI"
"EM207","1984/1985","1S",11,11,11,"DEMEGI"
"EM231","1984/1985","2S",1,1,1,"DEMEGI"
"EM400","1984/1985","A",1,1,1,"DEMEGI"
"EM407","1984/1985","2S",3,3,3,"DEMEGI"
"EM424","1984/1985","A",1,1,1,"DEMEGI"
"EM425","1984/1985","A",3,3,3,"DEMEGI"
"EMI108","1984/1985","12",2,2,2,"DEM"
"EMI109","1984/1985","2S",2,2,2,"DEM"
"EMI214","1984/1985","2S",1,1,1,"DEM"
"EMI407","1984/1985","12",1,1,1,"DEM"
"EMT207","1984/1985","12",1,1,1,"DEMEGI"
"EQ103","1984/1985","1S",4,4,4,"DEQ"
"EQ106","1984/1985","2S",1,1,1,"DEQ"
"EQ200","1984/1985","12",1,1,1,"DEQ"
"EQ402","1984/1985","1S",1,1,1,"DEQ"
"EQ434","1984/1985","12",2,2,2,"DEQ"
"EC100","1985/1986","12",12,12,12,"DEC"
"EC110","1985/1986","12",9,9,9,"DEC"
"EC210","1985/1986","12",10,10,10,"DEC"
"EC318","1985/1986","12",1,1,1,"DEC"
"EC500","1985/1986","12",1,1,1,"DEC"
"EC533","1985/1986","12",1,1,1,"DEC"
"EEC105","1985/1986","1S",8,8,8,"DEEC"
"EEC113","1985/1986","12",4,4,4,"DEEC"
"EEC205","1985/1986","1S",11,11,11,"DEEC"
"EEC457","1985/1986","12",2,2,2,"DEEC"
"EEC463","1985/1986","12",1,1,1,"DEEC"
"EEC561","1985/1986","12",1,1,1,"DEEC"
"EM134","1985/1986","A",1,1,1,"DEMEGI"
"EM300","1985/1986","A",5,5,5,"DEMEGI"
"EM419","1985/1986","A",2,2,2,"DEMEGI"
"EM428","1985/1986","A",3,3,3,"DEMEGI"
"EMG2103","2000/2001","1S",44,28,5,"DEM"
"EMI507","2000/2001","1S",22,19,17,"DEM"
"EQ507","2000/2001","1S",13,12,12,"DEQ"
"EMI515","2000/2001","2S",23,13,13,"DEM"
"EC100","1982/1983","12",12,12,12,"DEC"
"EC572","1982/1983","12",1,1,1,"DEC"
"EM107","1982/1983","2S",10,10,10,"DEMEGI"
"EMI110","1982/1983","2S",1,1,1,"DEMEGI"
"EQ406","1982/1983","2S",1,1,1,"DEQ"
"EC409","1983/1984","12",3,3,3,"DEC"
"EEC207","1983/1984","2S",2,2,2,"DEEC"
"EM209","1983/1984","A",6,6,6,"DEMEGI"
"EM405","1983/1984","2S",4,4,4,"DEMEGI"
"EMI117","1983/1984","12",1,1,1,"DEM"
"EEC5224","1999/2000","1S",19,16,16,"DEEC"
"EQ205","1977/1978","1S",1,1,1,"DEQ"
"EQ316","1977/1978","12",1,1,1,"DEQ"
"EQ436","1977/1978","12",1,1,1,"DEQ"
"EC112","1978/1979","12",2,2,2,"DEC"
"EC116","1978/1979","12",8,8,8,"DEC"
"EC216","1978/1979","12",2,2,2,"DEC"
"EC300","1978/1979","12",3,3,3,"DEC"
"EC302","1978/1979","12",2,2,2,"DEC"
"EC318","1978/1979","12",4,4,4,"DEC"
"EC537","1978/1979","12",2,2,2,"DEC"
"EEC102","1978/1979","1S",1,1,1,"DEEC"
"EEC112","1978/1979","12",3,3,3,"DEEC"
"EEC114","1978/1979","12",2,2,2,"DEEC"
"EEC212","1978/1979","2S",1,1,1,"DEEC"
"EEC316","1978/1979","12",3,3,3,"DEEC"
"EM118","1978/1979","A",1,1,1,"DEMEGI"
"EM120","1978/1979","A",1,1,1,"DEMEGI"
"EM213","1978/1979","A",1,1,1,"DEMEGI"
"EM322","1978/1979","A",2,2,2,"DEMEGI"
"EM404","1978/1979","1S",1,1,1,"DEMEGI"
"EM434","1978/1979","A",2,2,2,"DEMEGI"
"EMI505","1978/1979","12",1,1,1,"DEM"
"EQ204","1978/1979","1S",2,2,2,"DEQ"
"EQ206","1978/1979","2S",2,2,2,"DEQ"
"EQ208","1978/1979","2S",1,1,1,"DEQ"
"EQ304","1978/1979","1S",1,1,1,"DEQ"
"EQ312","1978/1979","12",1,1,1,"DEQ"
"EQ435","1978/1979","12",1,1,1,"DEQ"
"EC112","1979/1980","12",6,6,6,"DEC"
"EC115","1979/1980","12",6,6,6,"DEC"
"EC200","1979/1980","12",6,6,6,"DEC"
"EC300","1979/1980","12",3,3,3,"DEC"
"EC302","1979/1980","12",3,3,3,"DEC"
"EC334","1979/1980","12",2,2,2,"DEC"
"EC505","1979/1980","12",2,2,2,"DEC"
"EEC102","1979/1980","1S",3,3,3,"DEEC"
"EEC108","1979/1980","2S",1,1,1,"DEEC"
"EM409","2000/2001","2S",136,81,45,"DEMEGI"
"EQ517","2000/2001","2S",1,1,1,"DEQ"
"EC311","1976/1977","12",1,1,1,"DEC"
"EC411","1976/1977","12",1,1,1,"DEC"
"EEC117","1976/1977","12",5,5,5,"DEEC"
"EEC121","1976/1977","12",2,2,2,"DEEC"
"EEC126","1976/1977","12",1,1,1,"DEEC"
"EEC201","1976/1977","1S",3,3,3,"DEEC"
"EEC226","1976/1977","12",3,3,3,"DEEC"
"EEC228","1976/1977","12",3,3,3,"DEEC"
"EM121","1976/1977","A",1,1,1,"DEMEGI"
"EM124","1976/1977","A",1,1,1,"DEMEGI"
"EM200","1976/1977","A",2,2,2,"DEMEGI"
"EM218","1976/1977","A",3,3,3,"DEMEGI"
"EM303","1976/1977","2S",1,1,1,"DEMEGI"
"EMT108","1976/1977","12",1,1,1,"DEMEGI"
"EQ100","1976/1977","1S",4,4,4,"DEQ"
"EQ109","1976/1977","2S",1,1,1,"DEQ"
"EQ113","1976/1977","12",4,4,4,"DEQ"
"EQ115","1976/1977","12",3,3,3,"DEQ"
"EQ214","1976/1977","12",2,2,2,"DEQ"
"EQ302","1976/1977","1S",1,1,1,"DEQ"
"EC100","1977/1978","12",1,1,1,"DEC"
"EC117","1977/1978","12",9,9,9,"DEC"
"EC200","1977/1978","12",10,10,10,"DEC"
"EC209","1977/1978","2S",4,4,4,"DEC"
"EC311","1977/1978","12",1,1,1,"DEC"
"EC409","1977/1978","12",1,1,1,"DEC"
"EC411","1977/1978","12",2,2,2,"DEC"
"MTM119","1998/1999","2S",,,,"DEEC"
"EM120","1979/1980","A",1,1,1,"DEMEGI"
"EM325","1979/1980","A",1,1,1,"DEMEGI"
"EM403","1979/1980","1S",1,1,1,"DEMEGI"
"EM438","1979/1980","A",1,1,1,"DEMEGI"
"EM439","1979/1980","2S",1,1,1,"DEMEGI"
"EQ202","1979/1980","1S",3,3,3,"DEQ"
"EQ208","1979/1980","2S",1,1,1,"DEQ"
"EQ300","1979/1980","1S",1,1,1,"DEQ"
"EQ405","1979/1980","2S",1,1,1,"DEQ"
"EC117","1980/1981","12",8,8,8,"DEC"
"EC213","1980/1981","12",6,6,6,"DEC"
"EC310","1980/1981","12",1,1,1,"DEC"
"EC318","1980/1981","12",7,7,7,"DEC"
"EEC100","1980/1981","1S",8,8,8,"DEEC"
"EEC112","1980/1981","12",4,4,4,"DEEC"
"EEC204","1980/1981","1S",3,3,3,"DEEC"
"EEC215","1980/1981","12",3,3,3,"DEEC"
"EM110","1980/1981","A",5,5,5,"DEMEGI"
"EM112","1980/1981","A",1,1,1,"DEMEGI"
"EM211","1980/1981","A",1,1,1,"DEMEGI"
"EM588","1980/1981","A",1,1,1,"DEMEGI"
"EQ109","1980/1981","2S",1,1,1,"DEQ"
"EQ203","1980/1981","1S",1,1,1,"DEQ"
"EQ310","1980/1981","2S",2,2,2,"DEQ"
"EQ511","1980/1981","2S",2,2,2,"DEQ"
"EC116","1981/1982","12",15,15,15,"DEC"
"EC217","1981/1982","12",8,8,8,"DEC"
"EC300","1981/1982","12",6,6,6,"DEC"
"EC410","1981/1982","12",2,2,2,"DEC"
"EC506","1981/1982","12",2,2,2,"DEC"
"EEC115","1981/1982","12",9,9,9,"DEEC"
"EEC200","1981/1982","1S",1,1,1,"DEEC"
"EEC305","1981/1982","1S",2,2,2,"DEEC"
"EQ304","1988/1989","1S",2,2,2,"DEQ"
"EQ306","1988/1989","2S",1,1,1,"DEQ"
"DEEC6000","1989/1990","12",1,,,""
"EC111","1989/1990","12",33,33,33,"DEC"
"EC113","1989/1990","12",50,50,50,"DEC"
"EC212","1989/1990","12",41,41,41,"DEC"
"EC309","1989/1990","12",15,15,15,"DEC"
"EC317","1989/1990","12",13,13,13,"DEC"
"EC409","1989/1990","12",5,5,5,"DEC"
"EM403","1988/1989","1S",3,3,3,"DEMEGI"
"EMI108","1988/1989","12",4,4,4,"DEM"
"EMT204","1988/1989","12",3,3,3,"DEMEGI"
"EQ501","1988/1989","A",1,1,1,"DEQ"
"EC418","1989/1990","12",1,1,1,"DEC"
"EEC105","1989/1990","1S",114,114,114,"DEEC"
"EEC409","1989/1990","2S",2,2,2,"DEEC"
"EQ407","1989/1990","2S",2,2,2,"DEQ"
"EC311","1990/1991","12",39,39,39,"DEC"
"EC547","1990/1991","12",2,2,2,"DEC"
"EEC301","1990/1991","1S",13,13,13,"DEEC"
"EEC436","1990/1991","2S",3,3,3,"DEEC"
"EM411","1990/1991","2S",10,10,10,"DEMEGI"
"EM552","1990/1991","2S",4,4,4,"DEMEGI"
"EMI404","1990/1991","12",1,1,1,"DEM"
"EMT402","1990/1991","12",1,1,1,"DEMEGI"
"EQ405","1990/1991","2S",1,1,1,"DEQ"
"EM522","1991/1992","2S",1,1,1,"DEMEGI"
"EMI303","1991/1992","1S",11,11,11,"DEM"
"EMM205","1991/1992","1S",19,19,19,"DEMM"
"EQ410","1991/1992","1S",7,7,7,"DEQ"
"EC410","1992/1993","12",172,139,114,"DEC"
"EC540","1992/1993","12",8,7,7,"DEC"
"EEC206","1992/1993","1S",214,208,198,"DEEC"
"EM102","1992/1993","A",242,242,92,"DEMEGI"
"EMT406","1992/1993","12",13,10,9,"DEMEGI"
"EQ307","1992/1993","2S",125,102,83,"DEQ"
"EC110","1993/1994","12",3,1,1,"DEC"
"EC405","1993/1994","1S",121,118,116,"DEC"
"EEC411","1993/1994","2S",40,34,33,"DEEC"
"EMI316","1993/1994","1S",9,9,8,"DEM"
"MEEC1009","1993/1994","1S",12,8,8,"DEEC"
"CPGEA208","1994/1995","A",19,12,12,""
"EC412","1994/1995","12",1,1,,"DEC"
"EEC110","1994/1995","2S",246,207,194,"DEEC"
"EEC313","1994/1995","2S",160,158,149,"DEEC"
"EQ103","1983/1984","1S",3,3,3,"DEQ"
"EQ409","1983/1984","2S",2,2,2,"DEQ"
"EC206","1984/1985","2S",5,5,5,"DEC"
"EC429","1984/1985","12",1,1,1,"DEC"
"EEC111","1984/1985","2S",8,8,8,"DEEC"
"GEI208","2000/2001","2S",48,30,23,"DEMEGI"
"EQ201","1984/1985","1S",1,1,1,"DEQ"
"EQ401","1984/1985","1S",1,1,1,"DEQ"
"EQ500","1984/1985","A",2,2,2,"DEQ"
"EQ521","1984/1985","12",1,1,1,"DEQ"
"EC105","1985/1986","1S",10,10,10,"DEC"
"EC213","1985/1986","12",13,13,13,"DEC"
"EC302","1985/1986","12",7,7,7,"DEC"
"EC311","1985/1986","12",7,7,7,"DEC"
"EC410","1985/1986","12",1,1,1,"DEC"
"EC531","1985/1986","2S",1,1,1,"DEC"
"EC534","1985/1986","12",2,2,2,"DEC"
"EC543","1985/1986","12",1,1,1,"DEC"
"EEC108","1985/1986","2S",6,6,6,"DEEC"
"EEC207","1985/1986","2S",1,1,1,"DEEC"
"EEC215","1985/1986","12",5,5,5,"DEEC"
"EEC301","1985/1986","1S",2,2,2,"DEEC"
"EEC308","1985/1986","2S",1,1,1,"DEEC"
"EEC459","1985/1986","12",2,2,2,"DEEC"
"EEC555","1985/1986","12",1,1,1,"DEEC"
"EM101","1985/1986","A",9,9,9,"DEMEGI"
"EM110","1985/1986","A",10,10,10,"DEMEGI"
"EM205","1985/1986","2S",8,8,8,"DEMEGI"
"EM303","1985/1986","2S",14,14,14,"DEMEGI"
"EM312","1985/1986","A",7,7,7,"DEMEGI"
"EM314","1985/1986","A",4,4,4,"DEMEGI"
"EC509","1990/1991","12",1,1,1,"DEC"
"EC516","1990/1991","12",1,1,1,"DEC"
"EC529","1990/1991","2S",1,1,1,"DEC"
"EC534","1990/1991","12",5,5,5,"DEC"
"EC594","1990/1991","12",1,1,1,"DEC"
"EEC101","1990/1991","1S",161,161,161,"DEEC"
"EEC110","1990/1991","2S",151,151,151,"DEEC"
"EEC200","1990/1991","1S",108,108,108,"DEEC"
"EEC204","1990/1991","1S",79,79,79,"DEEC"
"EEC208","1990/1991","2S",108,108,108,"DEEC"
"EEC213","1990/1991","2S",109,109,109,"DEEC"
"EEC306","1990/1991","1S",1,1,1,"DEEC"
"EEC310","1990/1991","2S",19,18,18,"DEEC"
"EEC312","1990/1991","2S",24,24,24,"DEEC"
"EEC405","1990/1991","1S",4,4,4,"DEEC"
"EEC416","1990/1991","1S",3,3,3,"DEEC"
"EEC425","1990/1991","2S",2,2,2,"DEEC"
"EEC427","1990/1991","2S",1,1,1,"DEEC"
"EEC429","1990/1991","1S",1,1,1,"DEEC"
"EEC451","1990/1991","2S",1,1,1,"DEEC"
"EEC453","1990/1991","2S",3,3,3,"DEEC"
"EM535","2000/2001","1S",8,7,7,"DEMEGI"
"EM538","1999/2000","1S",15,11,10,"DEMEGI"
"EEC112","1977/1978","12",2,2,2,"DEEC"
"EEC132","1977/1978","12",2,2,2,"DEEC"
"EEC207","1977/1978","2S",1,1,1,"DEEC"
"EEC224","1977/1978","12",2,2,2,"DEEC"
"EM105","1977/1978","1S",1,1,1,"DEMEGI"
"EM119","1977/1978","A",1,1,1,"DEMEGI"
"EM213","1977/1978","A",1,1,1,"DEMEGI"
"EM110","1979/1980","A",1,1,1,"DEMEGI"
"EM118","1979/1980","A",1,1,1,"DEMEGI"
"EM214","1979/1980","A",1,1,1,"DEMEGI"
"EM324","1979/1980","A",1,1,1,"DEMEGI"
"EM331","1979/1980","12",1,1,1,"DEMEGI"
"EM425","1979/1980","A",1,1,1,"DEMEGI"
"EQ101","1979/1980","1S",1,1,1,"DEQ"
"EQ111","1979/1980","12",1,1,1,"DEQ"
"EQ200","1979/1980","12",1,1,1,"DEQ"
"EQ207","1979/1980","2S",1,1,1,"DEQ"
"EQ304","1979/1980","1S",1,1,1,"DEQ"
"EQ403","1979/1980","1S",2,2,2,"DEQ"
"EQ409","1979/1980","2S",1,1,1,"DEQ"
"EC116","1980/1981","12",5,5,5,"DEC"
"EC216","1980/1981","12",9,9,9,"DEC"
"EC300","1980/1981","12",7,7,7,"DEC"
"EC309","1980/1981","12",1,1,1,"DEC"
"EC410","1980/1981","12",4,4,4,"DEC"
"EEC113","1980/1981","12",7,7,7,"DEEC"
"EEC115","1980/1981","12",5,5,5,"DEEC"
"EEC130","1980/1981","12",1,1,1,"DEEC"
"EEC316","1980/1981","12",1,1,1,"DEEC"
"EEC4223","2000/2001","2S",26,23,23,"DEEC"
"CI025","2003/2004","2S",17,17,17,""
"MMI1204","2000/2001","2S",12,,,"DEMEGI"
"EMT506","1994/1995","12",9,8,8,"DEMEGI"
"CPGES102","1995/1996","A",2,2,2,""
"EC509","1995/1996","12",10,3,2,"DEC"
"EM411","1995/1996","2S",177,135,114,"DEMEGI"
"EMM102","1995/1996","1S",79,62,16,"DEMM"
"EQ307","1995/1996","2S",151,131,92,"DEQ"
"MEEC1020","1995/1996","2S",3,2,2,"DEEC"
"MEM119","1995/1996","A",12,7,7,"DEMEGI"
"MEMT119","1996/1997","1S",1,1,1,"DEMM"
"MPPAU1105","1996/1997","1S",11,9,9,""
"CPGEA102","1995/1996","A",2,,,""
"CPGEA106","1995/1996","A",17,14,14,""
"CPGEA200","1995/1996","A",2,,,""
"CPGEA206","1995/1996","A",17,14,13,""
"CPGEA209","1995/1996","A",7,5,5,""
"CPGEA306","1995/1996","A",16,13,13,""
"CPGEA400","1995/1996","A",12,8,8,""
"CPGES100","1995/1996","A",2,1,1,""
"CPGES101","1995/1996","12",2,2,2,""
"CPGES302","1995/1996","A",3,1,1,""
"CPGES304","1995/1996","A",1,1,1,""
"DEC6000","1995/1996","12",4,,,""
"DEEC6000","1995/1996","12",11,,,""
"EC109","1995/1996","2S",224,160,118,"DEC"
"EC112","1995/1996","12",1,,,"DEC"
"EC200","1995/1996","12",193,169,124,"DEC"
"EC212","1995/1996","12",3,1,1,"DEC"
"EC407","1995/1996","2S",192,172,168,"DEC"
"EC410","1995/1996","12",232,169,156,"DEC"
"EC414","1995/1996","1S",1,,,"DEC"
"EC510","1995/1996","12",128,122,116,"DEC"
"EC518","1995/1996","1S",41,38,38,"DEC"
"EC525","1995/1996","2S",22,20,19,"DEC"
"EC535","1995/1996","12",42,41,41,"DEC"
"EC542","1995/1996","12",16,15,15,"DEC"
"EC550","1995/1996","12",1,,,"DEC"
"EC552","1995/1996","2S",25,18,17,"DEC"
"EC558","1995/1996","12",121,95,89,"DEC"
"EC562","1995/1996","2S",11,9,9,"DEC"
"EC567","1995/1996","12",16,7,7,"DEC"
"EC575","1995/1996","12",54,51,50,"DEC"
"EC579","1995/1996","12",5,5,5,"DEC"
"EC580","1995/1996","12",4,4,4,"DEC"
"EC585","1995/1996","12",15,14,14,"DEC"
"EC587","1995/1996","2S",6,6,6,"DEC"
"EC588","1995/1996","12",1,1,1,"DEC"
"EC599","1995/1996","2S",1,1,1,"DEC"
"EEC106","1995/1996","2S",422,278,164,"DEEC"
"EEC107","1995/1996","2S",349,246,194,"DEEC"
"EEC111","1995/1996","2S",319,173,76,"DEEC"
"EEC202","1995/1996","1S",285,184,102,"DEEC"
"EEC204","1995/1996","1S",349,178,42,"DEEC"
"EEC207","1995/1996","2S",362,188,129,"DEEC"
"EEC210","1995/1996","2S",341,86,34,"DEEC"
"EEC212","1995/1996","2S",279,209,166,"DEEC"
"EEC306","1995/1996","1S",143,137,134,"DEEC"
"EEC312","1995/1996","2S",283,215,173,"DEEC"
"EEC400","1995/1996","1S",83,68,66,"DEEC"
"EEC402","1995/1996","1S",88,57,47,"DEEC"
"EEC404","1995/1996","1S",79,58,54,"DEEC"
"EEC409","1995/1996","2S",73,48,46,"DEEC"
"EEC416","1995/1996","1S",60,47,41,"DEEC"
"EEC420","1995/1996","1S",34,28,17,"DEEC"
"EEC422","1995/1996","2S",36,31,28,"DEEC"
"EEC427","1995/1996","2S",45,42,42,"DEEC"
"EEC432","1995/1996","1S",16,15,13,"DEEC"
"EEC436","1995/1996","2S",69,43,30,"DEEC"
"EEC437","1995/1996","2S",59,44,44,"DEEC"
"EEC441","1995/1996","1S",69,45,45,"DEEC"
"EEC452","1995/1996","2S",80,47,30,"DEEC"
"EEC454","1995/1996","1S",15,10,9,"DEEC"
"EEC471","1995/1996","2S",11,10,10,"DEEC"
"EEC504","1995/1996","1S",37,26,26,"DEEC"
"EEC506","1995/1996","1S",18,13,12,"DEEC"
"EEC512","1995/1996","A",46,40,40,"DEEC"
"EEC518","1995/1996","2S",50,46,46,"DEEC"
"EEC311","1981/1982","2S",1,1,1,"DEEC"
"EM300","1981/1982","A",3,3,3,"DEMEGI"
"EM314","1981/1982","A",1,1,1,"DEMEGI"
"EM317","1981/1982","A",4,4,4,"DEMEGI"
"EEC509","1990/1991","2S",1,1,1,"DEEC"
"EEC514","1990/1991","1S",1,1,1,"DEEC"
"EEC532","1990/1991","2S",1,1,1,"DEEC"
"EEC537","1990/1991","1S",1,1,1,"DEEC"
"EM102","1990/1991","A",92,91,91,"DEMEGI"
"EM108","1990/1991","2S",95,94,94,"DEMEGI"
"EM200","1990/1991","A",57,57,57,"DEMEGI"
